userId,group,itemNo,responseNo,checked
072930bfbcf44d7abbc5a9676b01bef2,1,0,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,0,2,1
072930bfbcf44d7abbc5a9676b01bef2,1,0,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,0,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,0,5,1
072930bfbcf44d7abbc5a9676b01bef2,1,0,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,1,1,1
072930bfbcf44d7abbc5a9676b01bef2,1,1,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,1,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,1,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,1,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,1,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,3,1,1
072930bfbcf44d7abbc5a9676b01bef2,1,3,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,3,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,3,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,3,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,3,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,2,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,2,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,2,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,2,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,2,5,1
072930bfbcf44d7abbc5a9676b01bef2,1,2,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,4,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,4,2,1
072930bfbcf44d7abbc5a9676b01bef2,1,4,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,4,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,4,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,4,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,7,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,7,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,7,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,7,4,1
072930bfbcf44d7abbc5a9676b01bef2,1,7,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,7,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,5,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,5,2,1
072930bfbcf44d7abbc5a9676b01bef2,1,5,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,5,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,5,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,5,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,6,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,6,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,6,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,6,4,1
072930bfbcf44d7abbc5a9676b01bef2,1,6,5,0
072930bfbcf44d7abbc5a9676b01bef2,1,6,6,0
072930bfbcf44d7abbc5a9676b01bef2,1,8,1,0
072930bfbcf44d7abbc5a9676b01bef2,1,8,2,0
072930bfbcf44d7abbc5a9676b01bef2,1,8,3,0
072930bfbcf44d7abbc5a9676b01bef2,1,8,4,0
072930bfbcf44d7abbc5a9676b01bef2,1,8,5,1
072930bfbcf44d7abbc5a9676b01bef2,1,8,6,0
a9132e340ada426280483591e4b96474,1,0,1,0
a9132e340ada426280483591e4b96474,1,0,2,1
a9132e340ada426280483591e4b96474,1,0,3,1
a9132e340ada426280483591e4b96474,1,0,4,0
a9132e340ada426280483591e4b96474,1,0,5,1
a9132e340ada426280483591e4b96474,1,0,6,0
a9132e340ada426280483591e4b96474,1,1,1,1
a9132e340ada426280483591e4b96474,1,1,2,0
a9132e340ada426280483591e4b96474,1,1,3,0
a9132e340ada426280483591e4b96474,1,1,4,1
a9132e340ada426280483591e4b96474,1,1,5,0
a9132e340ada426280483591e4b96474,1,1,6,0
a9132e340ada426280483591e4b96474,1,2,1,0
a9132e340ada426280483591e4b96474,1,2,2,0
a9132e340ada426280483591e4b96474,1,2,3,0
a9132e340ada426280483591e4b96474,1,2,4,0
a9132e340ada426280483591e4b96474,1,2,5,1
a9132e340ada426280483591e4b96474,1,2,6,0
a9132e340ada426280483591e4b96474,1,4,1,0
a9132e340ada426280483591e4b96474,1,4,2,1
a9132e340ada426280483591e4b96474,1,4,3,0
a9132e340ada426280483591e4b96474,1,4,4,0
a9132e340ada426280483591e4b96474,1,4,5,0
a9132e340ada426280483591e4b96474,1,4,6,0
a9132e340ada426280483591e4b96474,1,3,1,0
a9132e340ada426280483591e4b96474,1,3,2,0
a9132e340ada426280483591e4b96474,1,3,3,0
a9132e340ada426280483591e4b96474,1,3,4,1
a9132e340ada426280483591e4b96474,1,3,5,0
a9132e340ada426280483591e4b96474,1,3,6,0
a9132e340ada426280483591e4b96474,1,5,1,0
a9132e340ada426280483591e4b96474,1,5,2,0
a9132e340ada426280483591e4b96474,1,5,3,1
a9132e340ada426280483591e4b96474,1,5,4,0
a9132e340ada426280483591e4b96474,1,5,5,0
a9132e340ada426280483591e4b96474,1,5,6,0
a9132e340ada426280483591e4b96474,1,6,1,0
a9132e340ada426280483591e4b96474,1,6,2,0
a9132e340ada426280483591e4b96474,1,6,3,0
a9132e340ada426280483591e4b96474,1,6,4,1
a9132e340ada426280483591e4b96474,1,6,5,0
a9132e340ada426280483591e4b96474,1,6,6,0
a9132e340ada426280483591e4b96474,1,7,1,0
a9132e340ada426280483591e4b96474,1,7,2,1
a9132e340ada426280483591e4b96474,1,7,3,0
a9132e340ada426280483591e4b96474,1,7,4,0
a9132e340ada426280483591e4b96474,1,7,5,0
a9132e340ada426280483591e4b96474,1,7,6,0
a9132e340ada426280483591e4b96474,1,8,1,0
a9132e340ada426280483591e4b96474,1,8,2,0
a9132e340ada426280483591e4b96474,1,8,3,1
a9132e340ada426280483591e4b96474,1,8,4,0
a9132e340ada426280483591e4b96474,1,8,5,0
a9132e340ada426280483591e4b96474,1,8,6,0
e977db639f1e44f3a528a8cfdcfd72bb,1,0,1,1
e977db639f1e44f3a528a8cfdcfd72bb,1,0,2,1
e977db639f1e44f3a528a8cfdcfd72bb,1,0,3,1
e977db639f1e44f3a528a8cfdcfd72bb,1,0,4,1
e977db639f1e44f3a528a8cfdcfd72bb,1,0,5,1
e977db639f1e44f3a528a8cfdcfd72bb,1,0,6,0
e977db639f1e44f3a528a8cfdcfd72bb,1,1,1,0
e977db639f1e44f3a528a8cfdcfd72bb,1,1,2,0
e977db639f1e44f3a528a8cfdcfd72bb,1,1,3,1
e977db639f1e44f3a528a8cfdcfd72bb,1,1,4,0
e977db639f1e44f3a528a8cfdcfd72bb,1,1,5,0
e977db639f1e44f3a528a8cfdcfd72bb,1,1,6,0
e977db639f1e44f3a528a8cfdcfd72bb,1,4,1,0
e977db639f1e44f3a528a8cfdcfd72bb,1,4,2,0
e977db639f1e44f3a528a8cfdcfd72bb,1,4,3,0
e977db639f1e44f3a528a8cfdcfd72bb,1,4,4,0
e977db639f1e44f3a528a8cfdcfd72bb,1,4,5,1
e977db639f1e44f3a528a8cfdcfd72bb,1,4,6,0
e977db639f1e44f3a528a8cfdcfd72bb,1,2,1,0
